espn_id,full_name,nationality,current_team,league,date_of_birth,age,star_sign,position,image_url
190161,Joshua Kimmich,Germany,Bayern Munich,Bundesliga,1995-02-08,31,Aquarius,Midfielder,https://upload.wikimedia.org/wikipedia/commons/1/12/FC%2520Red%2520Bull%2520Salzburg%2520gegen%2520Bayern%2520M%25C3%25BCnchen%2520%25282025-01-06%2520Testspiel%2529%252030.jpg
286831,Michael Olise,France,Bayern Munich,Bundesliga,2001-12-12,24,Sagittarius,Midfielder,https://upload.wikimedia.org/wikipedia/commons/f/f0/FC%2520RB%2520Salzburg%2520gegen%2520FC%2520Bayern%2520M%25C3%25BCnchen%2520%25282026-01-06%2520Testspiel%2529%252010.jpg
303821,Jamal Musiala,Germany,Bayern Munich,Bundesliga,2003-02-26,23,Pisces,Midfielder,https://upload.wikimedia.org/wikipedia/commons/3/3f/Jamal%2520Musiala%25202022%2520%2528cropped%2529.jpg
324660,Tom Bischof,Germany,Bayern Munich,Bundesliga,2005-06-28,20,Cancer,Midfielder,
359370,Aleksandar Pavlovic,Germany,Bayern Munich,Bundesliga,2004-05-03,22,Taurus,Midfielder,https://upload.wikimedia.org/wikipedia/commons/f/fd/Sasha_Pavlovic_Celtics.jpg
379223,Guido Rovere,Italy,Bayern Munich,Bundesliga,2007-06-04,19,Gemini,Midfielder,
402841,Lennart Karl,Germany,Bayern Munich,Bundesliga,2008-02-22,18,Pisces,Midfielder,
405585,David Daiber,Portugal,Bayern Munich,Bundesliga,2007-01-10,19,Capricorn,Midfielder,
417373,Maycon Cardozo,Brazil,Bayern Munich,Bundesliga,2008-10-10,17,Libra,Midfielder,
420899,Erblin Osmani,Germany,Bayern Munich,Bundesliga,2009-05-19,17,Taurus,Midfielder,
142200,Harry Kane,England,Bayern Munich,Bundesliga,1993-07-28,32,Leo,Forward,https://upload.wikimedia.org/wikipedia/commons/0/0c/Harry%2520Kane%25202023.jpg
178980,Serge Gnabry,Germany,Bayern Munich,Bundesliga,1995-07-14,30,Cancer,Forward,https://upload.wikimedia.org/wikipedia/commons/0/05/2019-06-11%2520Fu%25C3%259Fball%252C%2520M%25C3%25A4nner%252C%2520L%25C3%25A4nderspiel%252C%2520Deutschland-Estland%2520StP%25202075%2520LR10%2520by%2520Stepro.jpg
257390,Luis Díaz,Colombia,Bayern Munich,Bundesliga,1997-01-13,29,Capricorn,Forward,https://upload.wikimedia.org/wikipedia/commons/f/fe/FC%2520RB%2520Salzburg%2520gegen%2520FC%2520Bayern%2520M%25C3%25BCnchen%2520%25282026-01-06%2520Testspiel%2529%252040%2520%2528Luiz%2520D%25C3%25ADaz%2529.jpg
308524,Nicolas Jackson,Senegal,Bayern Munich,Bundesliga,2001-06-20,24,Gemini,Forward,https://upload.wikimedia.org/wikipedia/commons/d/dd/Nicolas%2520Jackson%25202025%2520FIFA%2520Club%2520World%2520Cup%2520Final.jpg
399864,Wisdom Mike,Germany,Bayern Munich,Bundesliga,2008-09-24,17,Libra,Forward,
409016,Bara Sapoko Ndiaye,Senegal,Bayern Munich,Bundesliga,2007-12-31,18,Capricorn,Midfielder,
422013,Bastian Assomo,Germany,Bayern Munich,Bundesliga,2010-01-03,16,Capricorn,Forward,
174521,Patrick Drewes,Germany,Borussia Dortmund,Bundesliga,1993-02-04,33,Aquarius,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/f/f1/PatrickDrewes.jpg
178380,Alexander Meyer,Germany,Borussia Dortmund,Bundesliga,1991-04-13,35,Aries,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/2/27/2023-08-12%2520TSV%2520Schott%2520Mainz%2520gegen%2520Borussia%2520Dortmund%2520%2528DFB-Pokal%25202023-24%2529%2520by%2520Sandro%2520Halank%25E2%2580%2593018.jpg
238544,Gregor Kobel,Switzerland,Borussia Dortmund,Bundesliga,1997-12-06,28,Sagittarius,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/8/8b/2023-08-12%2520TSV%2520Schott%2520Mainz%2520gegen%2520Borussia%2520Dortmund%2520%2528DFB-Pokal%25202023-24%2529%2520by%2520Sandro%2520Halank%25E2%2580%2593090.jpg
331297,Silas Ostrzinski,Germany,Borussia Dortmund,Bundesliga,2003-11-19,22,Scorpio,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/2/24/2022-11-11%2520Borussia%2520Dortund%2520II%2520gegen%2520FC%2520Erzgebirge%2520Aue%2520%25283.%2520Liga%25202022-23%2529%2520by%2520Sandro%2520Halank%25E2%2580%2593091.jpg
186263,Niklas Süle,Germany,Borussia Dortmund,Bundesliga,1995-09-03,30,Virgo,Defender,https://upload.wikimedia.org/wikipedia/commons/3/37/20180602%2520FIFA%2520Friendly%2520Match%2520Austria%2520vs.%2520Germany%2520Niklas%2520S%25C3%25BCle%2520850%25200725.jpg
220703,Ramy Bensebaini,Algeria,Borussia Dortmund,Bundesliga,1995-04-16,31,Aries,Defender,https://upload.wikimedia.org/wikipedia/commons/6/68/Stade%2520rennais%2520vs%2520USM%2520Alger%252C%2520July%252016th%25202016%2520-%252025.jpg
220714,Waldemar Anton,Germany,Borussia Dortmund,Bundesliga,1996-07-20,29,Cancer,Defender,https://upload.wikimedia.org/wikipedia/commons/e/ed/Waldemar%2520anton%2520%2528cropped%2529.jpg
222991,Julian Ryerson,Norway,Borussia Dortmund,Bundesliga,1997-11-17,28,Scorpio,Defender,https://upload.wikimedia.org/wikipedia/commons/8/83/2023-08-12%2520TSV%2520Schott%2520Mainz%2520gegen%2520Borussia%2520Dortmund%2520%2528DFB-Pokal%25202023-24%2529%2520by%2520Sandro%2520Halank%25E2%2580%2593102.jpg
286828,Nico Schlotterbeck,Germany,Borussia Dortmund,Bundesliga,1999-12-01,26,Sagittarius,Defender,https://upload.wikimedia.org/wikipedia/commons/7/7e/2023-08-12%2520TSV%2520Schott%2520Mainz%2520gegen%2520Borussia%2520Dortmund%2520%2528DFB-Pokal%25202023-24%2529%2520by%2520Sandro%2520Halank%25E2%2580%2593069.jpg
297084,Yan Couto,Brazil,Borussia Dortmund,Bundesliga,2002-06-03,24,Gemini,Defender,
310709,Daniel Svensson,Sweden,Borussia Dortmund,Bundesliga,2002-02-12,24,Aquarius,Defender,https://upload.wikimedia.org/wikipedia/commons/2/28/Daniel%2520Svensson%2520Nordsjaelland%2520%2528Testspiel%25202023-07-08%2529%252048%2520%2528cropped%2529.jpg
372034,Almugera Kabar,Germany,Borussia Dortmund,Bundesliga,2006-06-06,20,Gemini,Defender,
387437,Filippo Mané,Italy,Borussia Dortmund,Bundesliga,2005-03-08,21,Pisces,Defender,
387529,Elias Benkara,Algeria,Borussia Dortmund,Bundesliga,2007-04-29,19,Taurus,Defender,
413817,Luca Reggiani,Italy,Borussia Dortmund,Bundesliga,2008-01-09,18,Capricorn,Defender,
159142,Emre Can,Germany,Borussia Dortmund,Bundesliga,1994-01-12,32,Capricorn,Midfielder,https://upload.wikimedia.org/wikipedia/commons/5/55/2023-08-12%2520TSV%2520Schott%2520Mainz%2520gegen%2520Borussia%2520Dortmund%2520%2528DFB-Pokal%25202023-24%2529%2520by%2520Sandro%2520Halank%25E2%2580%2593148%2520%2528cropped%2529.jpg
173907,Marcel Sabitzer,Austria,Borussia Dortmund,Bundesliga,1994-03-17,32,Pisces,Midfielder,https://upload.wikimedia.org/wikipedia/commons/e/e4/Marcel%2520Sabitzer%25202020%2520%2528cropped%2529.jpg
197628,Julian Brandt,Germany,Borussia Dortmund,Bundesliga,1996-05-02,30,Taurus,Midfielder,https://upload.wikimedia.org/wikipedia/commons/2/20/2023-08-12%2520TSV%2520Schott%2520Mainz%2520gegen%2520Borussia%2520Dortmund%2520%2528DFB-Pokal%25202023-24%2529%2520by%2520Sandro%2520Halank%25E2%2580%2593054%2520%2528cropped%2529.jpg
225563,Salih Özcan,Türkiye,Borussia Dortmund,Bundesliga,1998-01-11,28,Capricorn,Midfielder,https://upload.wikimedia.org/wikipedia/commons/4/4d/2023-08-12%2520TSV%2520Schott%2520Mainz%2520gegen%2520Borussia%2520Dortmund%2520%2528DFB-Pokal%25202023-24%2529%2520by%2520Sandro%2520Halank%25E2%2580%2593032.jpg
281122,Felix Nmecha,Germany,Borussia Dortmund,Bundesliga,2000-10-10,25,Libra,Midfielder,https://upload.wikimedia.org/wikipedia/commons/1/18/Felix%2520Nmecha%25202021.jpg
294317,Carney Chukwuemeka,Austria,Borussia Dortmund,Bundesliga,2003-10-20,22,Libra,Midfielder,
324820,Jobe Bellingham,England,Borussia Dortmund,Bundesliga,2005-09-23,20,Libra,Midfielder,https://upload.wikimedia.org/wikipedia/commons/8/8a/Jobe%2520Bellingham%2520May%25202022.jpg
387500,Danylo Krevsun,Ukraine,Borussia Dortmund,Bundesliga,2005-04-21,21,Taurus,Midfielder,
403933,Mussa Kaba,Germany,Borussia Dortmund,Bundesliga,2008-11-17,17,Scorpio,Midfielder,
186381,Serhou Guirassy,Guinea,Borussia Dortmund,Bundesliga,1996-03-12,30,Pisces,Forward,https://upload.wikimedia.org/wikipedia/commons/6/6f/Serhou%2520Guirassy%25202024%2520%2528cropped%2529.jpg
274913,Karim Adeyemi,Germany,Borussia Dortmund,Bundesliga,2002-01-18,24,Capricorn,Forward,https://upload.wikimedia.org/wikipedia/commons/c/c4/FC_RB_Salzburg_gegen_SK_Sturm_Graz_%282022-03-13%29_56_%28cropped%29.jpg
290639,Maximilian Beier,Germany,Borussia Dortmund,Bundesliga,2002-10-17,23,Libra,Forward,https://upload.wikimedia.org/wikipedia/commons/b/bf/Maximilian%2520Beier%2520training%2520with%2520Borussia%2520Dortmund%2520%25282026%2529.jpg
291629,Fábio Silva,Portugal,Borussia Dortmund,Bundesliga,2002-07-19,23,Cancer,Forward,https://upload.wikimedia.org/wikipedia/commons/6/67/Fabio%2520Silva%2520%2528cropped%2529.jpg
403781,Mathis Albert,USA,Borussia Dortmund,Bundesliga,2009-05-21,17,Gemini,Forward,
403833,Samuele Inácio,Italy,Borussia Dortmund,Bundesliga,2008-04-02,18,Aries,Forward,
122273,Tobias Sippel,Germany,Borussia Mönchengladbach,Bundesliga,1988-03-22,38,Aries,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/2/26/Tobias%2520Sippel1112.jpg
238536,Moritz Nicolas,Germany,Borussia Mönchengladbach,Bundesliga,1997-10-21,28,Libra,Goalkeeper,
304631,Jan Olschowsky,Germany,Borussia Mönchengladbach,Bundesliga,2001-11-18,24,Scorpio,Goalkeeper,
344654,Tiago Pereira,Luxembourg,Borussia Mönchengladbach,Bundesliga,2006-04-07,20,Aries,Goalkeeper,
202642,Marvin Friedrich,Germany,Borussia Mönchengladbach,Bundesliga,1995-12-13,30,Sagittarius,Defender,https://upload.wikimedia.org/wikipedia/commons/9/98/Marvin_Friedrich_20150416.jpg
206863,Kevin Diks,Indonesia,Borussia Mönchengladbach,Bundesliga,1996-10-06,29,Libra,Defender,https://upload.wikimedia.org/wikipedia/commons/7/71/Kevin_Diks%2C_FC_K%C3%B8benhavn_-_Aab%2C_22._May_2022_-_FCK_spillerne_varmer_op_%28cropped%29.jpg
212237,Nico Elvedi,Switzerland,Borussia Mönchengladbach,Bundesliga,1996-09-30,29,Libra,Defender,https://upload.wikimedia.org/wikipedia/commons/a/a0/Wales-Switzerland%2520match%2520at%2520Euro%25202020%2520in%2520Baku%2520%2528cropped%2529.jpg
272135,Joe Scally,USA,Borussia Mönchengladbach,Bundesliga,2002-12-31,23,Capricorn,Defender,https://a.espncdn.com/i/headshots/soccer/players/full/272135.png
323061,Fabio Chiarodia,Italy,Borussia Mönchengladbach,Bundesliga,2005-06-05,21,Gemini,Defender,
328492,Kota Takai,Japan,Borussia Mönchengladbach,Bundesliga,2004-09-04,21,Virgo,Defender,
346617,Lukas Ullrich,Germany,Borussia Mönchengladbach,Bundesliga,2004-03-16,22,Pisces,Defender,
175006,Kevin Stöger,Austria,Borussia Mönchengladbach,Bundesliga,1993-08-27,32,Virgo,Midfielder,https://upload.wikimedia.org/wikipedia/commons/0/0d/Kevin-St%25C3%25B6ger-08-2019.jpg
196029,Franck Honorat,France,Borussia Mönchengladbach,Bundesliga,1996-08-11,29,Leo,Midfielder,https://upload.wikimedia.org/wikipedia/commons/a/ad/RC%2520Lens%2520-%2520Clermont%2520Foot%252063%2520%252804-05-2019%2529%252055.jpg
238527,Florian Neuhaus,Germany,Borussia Mönchengladbach,Bundesliga,1997-03-16,29,Pisces,Midfielder,https://upload.wikimedia.org/wikipedia/commons/c/cf/Florian%2520Neuhaus%2520Champions%2520for%2520Charity%25202022%2520%2528cropped%2529.jpg
258876,Robin Hack,Germany,Borussia Mönchengladbach,Bundesliga,1998-08-27,27,Virgo,Midfielder,
275805,Philipp Sander,Germany,Borussia Mönchengladbach,Bundesliga,1998-02-21,28,Pisces,Midfielder,
282676,Nathan N'Goumou,Cameroon,Borussia Mönchengladbach,Bundesliga,2000-03-14,26,Pisces,Midfielder,https://upload.wikimedia.org/wikipedia/commons/0/0f/Ngoumou_2022-01-19_7_%28cropped_bust%29.jpg
290230,Giovanni Reyna,USA,Borussia Mönchengladbach,Bundesliga,2002-11-13,23,Scorpio,Midfielder,https://upload.wikimedia.org/wikipedia/commons/f/ff/Giovanni%2520Reyna%25202020.jpg
304793,Jens Castrop,South Korea,Borussia Mönchengladbach,Bundesliga,2003-07-29,22,Leo,Midfielder,
307364,Rocco Reitz,Germany,Borussia Mönchengladbach,Bundesliga,2002-05-29,24,Gemini,Midfielder,
330239,Hugo Bolin,Sweden,Borussia Mönchengladbach,Bundesliga,2003-07-24,22,Leo,Midfielder,https://upload.wikimedia.org/wikipedia/commons/8/84/Hugo%2520Bolin.jpg
337079,Yannick Engelhardt,Germany,Borussia Mönchengladbach,Bundesliga,2001-02-07,25,Aquarius,Midfielder,
397566,Niklas Swider,Germany,Borussia Mönchengladbach,Bundesliga,2007-01-05,19,Capricorn,Midfielder,
408539,Wael Mohya,Germany,Borussia Mönchengladbach,Bundesliga,2008-12-31,17,Capricorn,Midfielder,
415726,Fritz Fleck,Germany,Borussia Mönchengladbach,Bundesliga,2007-05-30,19,Gemini,Midfielder,
184869,Haris Tabakovic,Bosnia and Herzegovina,Borussia Mönchengladbach,Bundesliga,1994-06-20,31,Gemini,Forward,https://upload.wikimedia.org/wikipedia/commons/6/6b/FC_RB_Salzburg_vs._FK_Austria_Wien_%282023-04-09%29_55.jpg
185906,Tim Kleindienst,Germany,Borussia Mönchengladbach,Bundesliga,1995-08-31,30,Virgo,Forward,https://upload.wikimedia.org/wikipedia/commons/c/c3/Kleindienst%252C%2520Tim%2520Heidenheim%252016-17%2520%25283%2529%2520WP.jpg
271352,Shuto Machino,Japan,Borussia Mönchengladbach,Bundesliga,1999-09-30,26,Libra,Forward,https://upload.wikimedia.org/wikipedia/commons/f/f7/Sh%C5%ABto_Machino_20221208.jpg
371484,Alejo Sarco,Argentina,Borussia Mönchengladbach,Bundesliga,2006-01-06,20,Capricorn,Forward,
386420,Jan Urbich,Germany,Borussia Mönchengladbach,Bundesliga,2004-06-23,21,Cancer,Forward,
122396,Jens Grahl,Germany,Eintracht Frankfurt,Bundesliga,1988-09-22,37,Virgo,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/d/d7/Jens%2520grahl.jpg
184550,Michael Zetterer,Germany,Eintracht Frankfurt,Bundesliga,1995-07-12,30,Cancer,Goalkeeper,https://a.espncdn.com/i/headshots/soccer/players/full/184550.png
338950,Kauã Santos,Brazil,Eintracht Frankfurt,Bundesliga,2003-04-11,23,Aries,Goalkeeper,
397160,Amil Siljevic,Germany,Eintracht Frankfurt,Bundesliga,2007-01-19,19,Capricorn,Goalkeeper,
120829,Nathaniel Brown,Germany,Eintracht Frankfurt,Bundesliga,2003-06-16,22,Gemini,Defender,
208285,Robin Koch,Germany,Eintracht Frankfurt,Bundesliga,1996-07-17,29,Cancer,Defender,
234787,Rasmus Kristensen,Denmark,Eintracht Frankfurt,Bundesliga,1997-07-11,28,Cancer,Defender,https://upload.wikimedia.org/wikipedia/commons/6/60/Rasmus_Nissen%2C_FC_RB_Salzburg_versus_Wolfsberger_AC_%2810._August_2019%29.jpg
304222,Arthur Theate,Belgium,Eintracht Frankfurt,Bundesliga,2000-05-25,26,Gemini,Defender,https://upload.wikimedia.org/wikipedia/commons/e/e7/Arthur%2520Theate%2520USMNT%2520v%2520Belgium%2520Mar%252028%25202026-22%2520%2528cropped%2529.jpg
305556,Nnamdi Collins,Germany,Eintracht Frankfurt,Bundesliga,2004-01-10,22,Capricorn,Defender,
319404,Aurèle Amenda,Switzerland,Eintracht Frankfurt,Bundesliga,2003-07-31,22,Leo,Defender,
371596,Keita Kosugi,Japan,Eintracht Frankfurt,Bundesliga,2006-03-18,20,Pisces,Defender,
372788,Elias Baum,Germany,Eintracht Frankfurt,Bundesliga,2005-10-26,20,Scorpio,Defender,https://upload.wikimedia.org/wikipedia/commons/8/8a/Elias_Baum_%28SV_Elversberg%29_2024-10-26_%2801%29.jpg
404775,Fousseny Doumbia,Mali,Eintracht Frankfurt,Bundesliga,2005-02-23,21,Pisces,Defender,
128521,Timothy Chandler,USA,Eintracht Frankfurt,Bundesliga,1990-03-29,36,Aries,Midfielder,https://upload.wikimedia.org/wikipedia/commons/1/1e/2022128151252%25202022-05-08%2520Fussball%2520Eintracht%2520Frankfurt%2520vs%2520Borussia%2520M%25C3%25B6nchengladbach%2520-%2520Sven%2520-%25201D%2520X%2520MK%2520II%2520-%25200380%2520-%2520B70I6491%2520%2528Timothy%2520Chandler%2520cropped%2529.jpg
143020,Mario Götze,Germany,Eintracht Frankfurt,Bundesliga,1992-06-03,34,Gemini,Midfielder,https://upload.wikimedia.org/wikipedia/commons/f/f7/Mario%2520G%25C3%25B6tze%252C%2520Germany%2520national%2520football%2520team%2520%252807%2529.jpg
191098,Mahmoud Dahoud,Syria,Eintracht Frankfurt,Bundesliga,1996-01-01,30,Capricorn,Midfielder,https://upload.wikimedia.org/wikipedia/commons/8/86/FC%2520Salzburg%2520gegen%2520Borussia%2520Dortmund%2520%2528EL%2520Achtelfinale%2520R%25C3%25BCckspiel%252015.%2520M%25C3%25A4rz%25202018%2529%252020.jpg
209595,Ellyes Skhiri,Tunisia,Eintracht Frankfurt,Bundesliga,1995-05-10,31,Taurus,Midfielder,https://upload.wikimedia.org/wikipedia/commons/e/eb/2021-08-08%2520FC%2520Carl%2520Zeiss%2520Jena%2520gegen%25201.%2520FC%2520K%25C3%25B6ln%2520%2528DFB-Pokal%2529%2520by%2520Sandro%2520Halank%25E2%2580%2593182.jpg
219627,Ritsu Doan,Japan,Eintracht Frankfurt,Bundesliga,1998-06-16,27,Gemini,Midfielder,https://a.espncdn.com/i/headshots/soccer/players/full/219627.png
336460,Hugo Larsson,Sweden,Eintracht Frankfurt,Bundesliga,2004-06-27,21,Cancer,Midfielder,https://upload.wikimedia.org/wikipedia/commons/6/63/Hugo_Larsson_%282023%29.jpg
337306,Farès Chaïbi,Algeria,Eintracht Frankfurt,Bundesliga,2002-11-28,23,Sagittarius,Midfielder,https://upload.wikimedia.org/wikipedia/commons/f/ff/World_Cup_Qualification_Africa_Guinea_v_Algeria_14_%28Far%C3%A8s_Cha%C3%AFbi%29.jpg
355369,Can Uzun,Türkiye,Eintracht Frankfurt,Bundesliga,2005-11-11,20,Scorpio,Midfielder,
365997,Oscar Højlund,Denmark,Eintracht Frankfurt,Bundesliga,2005-01-04,21,Capricorn,Midfielder,https://upload.wikimedia.org/wikipedia/commons/8/8a/Oscar_H%C3%B8jlund%2C_Vejle_Boldklub_-_FC_K%C3%B8benhavn%2C_29._July_2023_%28cropped%29.jpg
399423,Love Arrhov,Sweden,Eintracht Frankfurt,Bundesliga,2008-05-17,18,Taurus,Midfielder,
406373,Marvin Dills,USA,Eintracht Frankfurt,Bundesliga,2007-04-25,19,Taurus,Midfielder,
156479,Michy Batshuayi,Belgium,Eintracht Frankfurt,Bundesliga,1993-10-02,32,Libra,Forward,https://upload.wikimedia.org/wikipedia/commons/b/b2/Michy%2520Batshuayi%2520%25282021-22%2520S%25C3%25BCper%2520Lig%2529%2520-%2520Resim1.png
274887,Jonathan Burkardt,Germany,Eintracht Frankfurt,Bundesliga,2000-07-11,25,Cancer,Forward,
296321,Arnaud Kalimuendo,France,Eintracht Frankfurt,Bundesliga,2002-01-20,24,Capricorn,Forward,https://upload.wikimedia.org/wikipedia/commons/3/32/Kalimuendo%2520asse%2520srfc%25202425.png
305555,Ansgar Knauff,Germany,Eintracht Frankfurt,Bundesliga,2002-01-10,24,Capricorn,Forward,https://upload.wikimedia.org/wikipedia/commons/b/b4/2022128173650%25202022-05-08%2520Fussball%2520Eintracht%2520Frankfurt%2520vs%2520Borussia%2520M%25C3%25B6nchengladbach%2520-%2520Sven%2520-%25201D%2520X%2520MK%2520II%2520-%25200682%2520-%2520AK8I7417%2520%2528Ansgar%2520Knauff%2520cropped%2529.jpg
346662,Jean-Mattéo Bahoya,France,Eintracht Frankfurt,Bundesliga,2005-05-07,21,Taurus,Forward,
359793,Younes Ebnoutalib,Germany,Eintracht Frankfurt,Bundesliga,2003-09-13,22,Virgo,Forward,
403767,Alexander Staff,Germany,Eintracht Frankfurt,Bundesliga,2008-06-12,17,Gemini,Forward,
416636,Ayoube Amaimouni,Morocco,Eintracht Frankfurt,Bundesliga,2004-11-30,21,Sagittarius,Forward,
228507,Finn Dahmen,Germany,FC Augsburg,Bundesliga,1998-03-27,28,Aries,Goalkeeper,
321060,Daniel Klein,Germany,FC Augsburg,Bundesliga,2001-03-13,25,Pisces,Goalkeeper,
322693,Nediljko Labrovic,Croatia,FC Augsburg,Bundesliga,1999-10-10,26,Libra,Goalkeeper,
140624,Jeffrey Gouweleeuw,Netherlands,FC Augsburg,Bundesliga,1991-07-10,34,Cancer,Defender,
162386,Mads Pedersen,Denmark,FC Augsburg,Bundesliga,1996-09-01,29,Virgo,Defender,https://upload.wikimedia.org/wikipedia/commons/9/9e/Mads_Pedersen.jpg
170193,Oliver Sorg,Austria,FC Augsburg,Bundesliga,2007-07-31,18,Leo,Defender,https://upload.wikimedia.org/wikipedia/commons/1/1e/Oli%2520Sorg3.png
223139,Dimitris Giannoulis,Greece,FC Augsburg,Bundesliga,1995-10-17,30,Libra,Defender,https://upload.wikimedia.org/wikipedia/commons/d/da/Dimitris_Giannoulis_2020.jpg
245808,Cédric Zesiger,Switzerland,FC Augsburg,Bundesliga,1998-06-24,27,Cancer,Defender,
274893,Keven Schlotterbeck,Germany,FC Augsburg,Bundesliga,1997-04-28,29,Taurus,Defender,
297165,Chrislain Matsima,France,FC Augsburg,Bundesliga,2002-05-15,24,Taurus,Defender,https://upload.wikimedia.org/wikipedia/commons/8/81/RB_Salzburg_gegen_AS_Monaco_%28Testspiel%2C_3._Juli_2021%29_52_%28cropped%29.jpg
306928,Robin Fellhauer,Germany,FC Augsburg,Bundesliga,1998-01-21,28,Capricorn,Defender,
319530,Arthur Chaves,Brazil,FC Augsburg,Bundesliga,2001-01-29,25,Capricorn,Defender,https://upload.wikimedia.org/wikipedia/commons/c/c3/Arthur_Chaves%29.jpg
376514,Noahkai Banks,USA,FC Augsburg,Bundesliga,2006-12-01,19,Sagittarius,Defender,https://upload.wikimedia.org/wikipedia/commons/e/e9/Noahkai_Banks.jpg
400233,Felix Meiser,Germany,FC Augsburg,Bundesliga,2007-01-16,19,Capricorn,Defender,
207623,Marius Wolf,Germany,FC Augsburg,Bundesliga,1995-05-27,31,Gemini,Midfielder,https://upload.wikimedia.org/wikipedia/commons/a/a9/2023-08-12%2520TSV%2520Schott%2520Mainz%2520gegen%2520Borussia%2520Dortmund%2520%2528DFB-Pokal%25202023-24%2529%2520by%2520Sandro%2520Halank%25E2%2580%2593065.jpg
228503,Alexis Claude-Maurice,France,FC Augsburg,Bundesliga,1998-06-06,28,Gemini,Midfielder,https://upload.wikimedia.org/wikipedia/commons/5/55/RC%2520Lens%2520-%2520FC%2520Lorient%2520%252823-04-2019%2529%252026.jpg
238929,Kristijan Jakic,Croatia,FC Augsburg,Bundesliga,1997-05-14,29,Taurus,Midfielder,https://upload.wikimedia.org/wikipedia/commons/8/8a/Kristijan-Jakic.png
259055,Elvis Rexhbecaj,Kosovo,FC Augsburg,Bundesliga,1997-11-01,28,Scorpio,Midfielder,
266657,Yannik Keitel,Germany,FC Augsburg,Bundesliga,2000-02-15,26,Aquarius,Midfielder,
282885,Han-Noah Massengo,France,FC Augsburg,Bundesliga,2001-07-07,24,Cancer,Midfielder,https://upload.wikimedia.org/wikipedia/commons/7/7d/Massengo%2520aja%2520asse%25202425.png
308908,Fabian Rieder,Switzerland,FC Augsburg,Bundesliga,2002-02-16,24,Aquarius,Midfielder,
333837,Anton Kade,Germany,FC Augsburg,Bundesliga,2004-01-17,22,Capricorn,Midfielder,
359207,Mert Kömür,Germany,FC Augsburg,Bundesliga,2005-07-17,20,Cancer,Midfielder,
384502,Mahmut Kücüksahin,Germany,FC Augsburg,Bundesliga,2004-04-07,22,Aries,Midfielder,
416416,Tim Schnitzer,Germany,FC Augsburg,Bundesliga,2008-02-07,18,Aquarius,Midfielder,
146804,Michael Gregoritsch,Austria,FC Augsburg,Bundesliga,1994-04-18,32,Aries,Forward,https://upload.wikimedia.org/wikipedia/commons/d/d2/Michael%2520Gregoritsch%2520U21%2520Austria%2520vs.%2520Albania%25202014-03-05%252001.jpg
317473,Ismaël Gharbi,Tunisia,FC Augsburg,Bundesliga,2004-04-10,22,Aries,Forward,https://upload.wikimedia.org/wikipedia/commons/a/a7/Isma%C3%ABl_Gharbi_at_the_PSG-VAFC_game_%28cropped%29.jpg
332689,Rodrigo Ribeiro,Portugal,FC Augsburg,Bundesliga,2005-04-28,21,Taurus,Forward,
345393,Thomas Kastanaras,Germany,FC Augsburg,Bundesliga,2003-01-09,23,Capricorn,Forward,
406851,Uchenna Ogundu,Nigeria,FC Augsburg,Bundesliga,2006-05-12,20,Taurus,Forward,
121007,Ron-Robert Zieler,Germany,FC Cologne,Bundesliga,1989-02-12,37,Aquarius,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/2/2a/Ron-Robert%2520Zieler.jpg
205751,Marvin Schwäbe,Germany,FC Cologne,Bundesliga,1995-04-25,31,Taurus,Goalkeeper,https://upload.wikimedia.org/wikipedia/commons/b/b1/2021-08-08%2520FC%2520Carl%2520Zeiss%2520Jena%2520gegen%25201.%2520FC%2520K%25C3%25B6ln%2520%2528DFB-Pokal%2529%2520by%2520Sandro%2520Halank%25E2%2580%2593051.jpg
258973,Matthias Köbbing,Germany,FC Cologne,Bundesliga,1997-05-28,29,Gemini,Goalkeeper,
167683,Dominique Heintz,Germany,FC Cologne,Bundesliga,1993-08-15,32,Leo,Defender,
238520,Timo Hübers,Germany,FC Cologne,Bundesliga,1996-07-20,29,Cancer,Defender,https://upload.wikimedia.org/wikipedia/commons/0/0b/2021-08-08_FC_Carl_Zeiss_Jena_gegen_1._FC_K%C3%B6ln_%28DFB-Pokal%29_by_Sandro_Halank%E2%80%93290.jpg
279958,Luca Kilian,Germany,FC Cologne,Bundesliga,1999-09-01,26,Virgo,Defender,https://upload.wikimedia.org/wikipedia/commons/1/1a/Liverpool%2520FC%2520gegen%25201.%2520FSV%2520Mainz%252005%2520%2528Testspiel%252023.%2520Juli%25202021%2529%252036.jpg
301348,Cenk Özkacar,Türkiye,FC Cologne,Bundesliga,2000-10-06,25,Libra,Defender,
302981,Sebastian Sebulonsen,Norway,FC Cologne,Bundesliga,2000-01-27,26,Capricorn,Defender,https://upload.wikimedia.org/wikipedia/commons/3/3a/Sebulonsen_%282022%29.jpg
306161,Rav van den Berg,Netherlands,FC Cologne,Bundesliga,2004-07-07,21,Cancer,Defender,
